hex_id,lat,lng,district,ndvi,ndvi_trend_3y,lst_c,pop_density,built_density,road_density,dist_road_m,impervious,elevation_m,landuse,structural_component,behavioural_component,eco_risk_true,high_risk_true,rep_count,rep_sev_mean,rep_sev_max,rep_trust_sum,rep_verified_share,rep_uniq_users,rep_behav_share,rep_late_share
H01469,43.30081081081089,76.83248692196409,Наурызбай,0.303,-0.041,25.3,6664.0,0.19,0.383,304.0,0.158,1046.0,Транспорт,0.579,-0.698,5.208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01470,43.30081081081089,76.83998505367325,Наурызбай,0.288,-0.026,25.8,6560.0,0.219,0.405,199.0,0.346,1109.0,Промышленная,1.33,-1.246,5.975,0,1.0,3.0,3.0,0.721,1.0,1.0,0.0,0.0
H01471,43.30081081081089,76.8474831853824,Наурызбай,0.356,-0.044,28.0,8630.0,0.251,0.428,213.0,0.265,1088.0,Пустырь,1.431,-0.507,5.207,0,3.0,3.6666666666666665,5.0,1.08,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666
H01472,43.30081081081089,76.85498131709156,Наурызбай,0.296,-0.041,29.6,9457.0,0.283,0.452,226.0,0.3,1095.0,Жилая,2.167,1.539,6.509,1,36.0,3.6944444444444446,5.0,17.789,0.6388888888888888,34.0,0.9444444444444444,0.5555555555555556
H01473,43.30081081081089,76.86247944880071,Наурызбай,0.291,-0.022,27.7,9151.0,0.316,0.475,214.0,0.231,1121.0,Промышленная,1.449,0.039,4.907,0,3.0,4.666666666666667,5.0,1.2930000000000001,1.0,3.0,1.0,0.6666666666666666
H01474,43.30081081081089,76.86997758050987,Наурызбай,0.257,-0.032,28.2,9279.0,0.349,0.496,205.0,0.355,1111.0,Жилая,2.492,-0.029,6.072,0,4.0,3.75,5.0,1.9620000000000002,0.5,4.0,1.0,0.5
H01475,43.30081081081089,76.87747571221902,Жетысу,0.277,-0.054,28.9,8162.0,0.379,0.516,161.0,0.307,1103.0,Транспорт,3.204,-1.135,6.532,1,1.0,5.0,5.0,0.307,1.0,1.0,1.0,1.0
H01476,43.30081081081089,76.88497384392818,Жетысу,0.169,-0.025,32.1,10701.0,0.407,0.532,180.0,0.297,1140.0,Транспорт,3.647,0.024,6.474,0,7.0,3.5714285714285716,5.0,3.508,0.8571428571428571,7.0,1.0,0.5714285714285714
H01477,43.30081081081089,76.89247197563733,Жетысу,0.262,-0.038,30.1,8983.0,0.429,0.544,170.0,0.361,1124.0,Транспорт,3.311,-0.149,7.129,1,8.0,4.125,5.0,4.019,0.625,7.0,0.75,0.875
H01478,43.30081081081089,76.89997010734649,Жетысу,0.189,-0.033,30.8,9898.0,0.446,0.551,175.0,0.41,1146.0,Промышленная,4.004,1.096,7.535,1,44.0,4.409090909090909,5.0,23.834,0.6590909090909091,35.0,0.8863636363636364,0.6136363636363636
H01479,43.30081081081089,76.90746823905565,Жетысу,0.183,-0.041,31.0,10560.0,0.457,0.554,128.0,0.378,1188.0,Промышленная,4.451,1.388,8.213,1,48.0,4.229166666666667,5.0,23.919,0.5,39.0,0.8125,0.7083333333333334
H01480,43.30081081081089,76.9149663707648,Жетысу,0.228,-0.036,29.7,11438.0,0.461,0.551,119.0,0.337,1202.0,Жилая,3.748,0.646,7.527,1,38.0,4.315789473684211,5.0,21.412,0.631578947368421,35.0,0.868421052631579,0.5263157894736842
H01481,43.30081081081089,76.92246450247396,Жетысу,0.234,-0.032,29.2,10128.0,0.457,0.543,240.0,0.306,1152.0,Пустырь,2.943,0.954,7.283,1,23.0,4.217391304347826,5.0,11.279,0.5652173913043478,22.0,0.9130434782608695,0.6956521739130435
H01482,43.30081081081089,76.92996263418311,Жетысу,0.206,-0.072,32.4,11556.0,0.446,0.53,179.0,0.402,1151.0,Транспорт,5.124,-0.587,7.63,1,6.0,5.0,5.0,2.4899999999999998,0.5,6.0,0.6666666666666666,0.8333333333333334
H01483,43.30081081081089,76.93746076589227,Жетысу,0.243,-0.04,31.2,10162.0,0.428,0.513,120.0,0.381,1204.0,Жилая,3.903,0.247,7.575,1,20.0,4.25,5.0,10.618,0.75,19.0,0.85,0.7
H01484,43.30081081081089,76.94495889760142,Жетысу,0.22,-0.035,29.5,11037.0,0.405,0.492,224.0,0.386,1201.0,Парк/сквер,3.226,-1.041,5.65,0,2.0,4.0,5.0,1.1760000000000002,1.0,2.0,1.0,1.0
H01485,43.30081081081089,76.95245702931058,Жетысу,0.274,-0.056,27.9,10053.0,0.377,0.469,246.0,0.399,1200.0,Жилая,3.015,1.231,7.893,1,50.0,4.32,5.0,27.323,0.68,43.0,0.8,0.54
H01486,43.30081081081089,76.95995516101974,Ауэзов,0.329,-0.063,26.0,10850.0,0.345,0.444,258.0,0.292,1210.0,Коммерческая,2.129,0.207,6.178,0,17.0,3.764705882352941,5.0,8.231,0.5882352941176471,16.0,0.8823529411764706,0.8235294117647058
H01487,43.30081081081089,76.96745329272889,Ауэзов,0.339,-0.06,26.8,10005.0,0.312,0.418,201.0,0.261,1239.0,Жилая,2.098,-0.122,6.288,0,1.0,5.0,5.0,0.55,1.0,1.0,1.0,1.0
H01488,43.30081081081089,76.97495142443805,Ауэзов,0.301,-0.058,26.6,9919.0,0.277,0.392,267.0,0.231,1240.0,Парк/сквер,1.854,0.553,5.036,0,19.0,3.4210526315789473,5.0,10.318,0.5789473684210527,18.0,0.7368421052631579,0.5263157894736842
H01489,43.30081081081089,76.9824495561472,Ауэзов,0.28,-0.024,25.5,10368.0,0.244,0.368,158.0,0.246,1228.0,Жилая,1.319,-0.265,6.084,0,6.0,3.8333333333333335,5.0,3.077,0.6666666666666666,6.0,0.8333333333333334,0.6666666666666666
H01490,43.30081081081089,76.98994768785636,Ауэзов,0.303,-0.049,28.8,8709.0,0.212,0.346,224.0,0.273,1240.0,Жилая,1.928,0.091,5.944,0,9.0,3.6666666666666665,5.0,3.786,0.5555555555555556,9.0,0.8888888888888888,1.0
H01491,43.30081081081089,76.99744581956551,Ауэзов,0.341,-0.021,26.3,9881.0,0.183,0.325,243.0,0.232,1258.0,Жилая,0.257,-0.028,5.432,0,6.0,3.1666666666666665,5.0,3.247,0.16666666666666666,6.0,0.6666666666666666,0.5
H01492,43.30081081081089,77.00494395127467,Ауэзов,0.337,-0.015,26.6,6577.0,0.156,0.307,329.0,0.151,1262.0,Жилая,-0.482,-0.507,3.897,0,3.0,5.0,5.0,1.953,0.6666666666666666,3.0,1.0,1.0
H01493,43.30081081081089,77.01244208298382,Ауэзов,0.409,-0.027,25.0,5965.0,0.133,0.29,301.0,0.087,1274.0,Коммерческая,-1.029,-0.724,3.382,0,1.0,5.0,5.0,0.672,1.0,1.0,1.0,0.0
H01494,43.30081081081089,77.01994021469298,Ауэзов,0.381,-0.031,26.3,6143.0,0.113,0.276,309.0,0.068,1252.0,Промышленная,-0.696,0.765,4.429,0,19.0,2.8421052631578947,5.0,9.282,0.5789473684210527,16.0,0.7894736842105263,0.6842105263157895
H01495,43.30081081081089,77.02743834640214,Ауэзов,0.348,-0.033,24.7,4122.0,0.097,0.264,316.0,0.165,1281.0,Жилая,-0.445,0.048,5.199,0,4.0,3.5,5.0,1.444,0.75,4.0,1.0,0.5
H01496,43.30081081081089,77.03493647811129,Ауэзов,0.389,-0.019,21.3,4741.0,0.084,0.254,278.0,0.119,1289.0,Парк/сквер,-1.573,-0.646,3.848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01497,43.30081081081089,77.04243460982045,Ауэзов,0.415,-0.017,24.4,3668.0,0.073,0.246,220.0,0.037,1292.0,Парк/сквер,-1.44,0.63,4.422,0,14.0,3.357142857142857,5.0,6.128,0.5,14.0,1.0,0.42857142857142855
H01498,43.30081081081089,77.0499327415296,Ауэзов,0.481,0.016,22.5,3504.0,0.065,0.241,347.0,0.02,1338.0,Пустырь,-3.7,0.985,4.058,0,17.0,2.8823529411764706,5.0,8.76,0.5882352941176471,17.0,0.8823529411764706,0.7647058823529411
H01499,43.30081081081089,77.05743087323876,Ауэзов,0.354,-0.009,21.6,4064.0,0.059,0.238,287.0,0.192,1323.0,Пустырь,-1.503,2.6,5.014,0,54.0,3.314814814814815,5.0,29.871000000000002,0.6666666666666666,49.0,0.8333333333333334,0.5925925925925926
H01500,43.30081081081089,77.06492900494791,Ауэзов,0.41,-0.018,22.2,3193.0,0.054,0.237,297.0,0.171,1360.0,Пустырь,-1.708,2.365,4.928,0,36.0,3.2777777777777777,5.0,17.566,0.6388888888888888,32.0,0.8333333333333334,0.6388888888888888
H01501,43.30081081081089,77.07242713665707,Ауэзов,0.444,-0.033,23.6,3095.0,0.051,0.239,247.0,0.143,1326.0,Транспорт,-1.267,0.196,4.756,0,2.0,3.5,4.0,0.982,0.5,2.0,1.0,0.0
H01502,43.30081081081089,77.07992526836622,Ауэзов,0.402,-0.008,23.6,1691.0,0.048,0.243,292.0,0.116,1303.0,Парк/сквер,-1.902,0.218,3.055,0,6.0,2.6666666666666665,4.0,3.538,0.6666666666666666,6.0,0.6666666666666666,0.5
H01503,43.30081081081089,77.08742340007538,Ауэзов,0.426,-0.033,23.6,2772.0,0.047,0.248,319.0,0.037,1354.0,Промышленная,-1.691,1.326,3.717,0,35.0,3.0285714285714285,5.0,17.432,0.6285714285714286,30.0,0.8285714285714286,0.5714285714285714
H01504,43.30081081081089,77.09492153178454,Ауэзов,0.46,-0.02,22.5,2754.0,0.046,0.253,334.0,0.02,1396.0,Пустырь,-2.546,0.669,5.036,0,13.0,2.8461538461538463,4.0,8.35,0.7692307692307693,12.0,0.7692307692307693,0.6153846153846154
H01505,43.30554054054062,76.78374906585458,Алатау,0.351,-0.006,23.2,3432.0,0.069,0.28,209.0,0.146,950.0,Жилая,-1.111,0.486,4.383,0,7.0,2.5714285714285716,5.0,3.3640000000000003,0.2857142857142857,7.0,1.0,0.42857142857142855
H01506,43.30554054054062,76.79124719756373,Алатау,0.295,-0.018,23.8,4933.0,0.078,0.29,272.0,0.09,1007.0,Пустырь,-0.62,0.59,5.326,0,12.0,3.5833333333333335,5.0,6.929,0.5833333333333334,11.0,0.8333333333333334,0.5833333333333334
H01507,43.30554054054062,76.79874532927289,Алатау,0.351,-0.035,24.1,3576.0,0.089,0.301,249.0,0.12,1013.0,Пустырь,-0.349,1.428,4.468,0,21.0,3.380952380952381,5.0,10.762,0.6190476190476191,20.0,0.9523809523809523,0.5238095238095238
H01508,43.30554054054062,76.80624346098205,Алатау,0.359,-0.016,24.0,5518.0,0.103,0.313,307.0,0.163,1002.0,Транспорт,-1.04,-0.045,3.675,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01509,43.30554054054062,76.8137415926912,Алатау,0.41,-0.032,25.6,5214.0,0.119,0.328,264.0,0.117,1036.0,Парк/сквер,-0.656,0.816,4.372,0,8.0,2.375,4.0,3.3230000000000004,0.375,7.0,1.0,0.625
H01510,43.30554054054062,76.82123972440036,Алатау,0.358,-0.012,23.3,5527.0,0.138,0.345,218.0,0.25,1028.0,Парк/сквер,-0.538,0.005,4.371,0,3.0,3.6666666666666665,5.0,1.8399999999999999,1.0,3.0,0.6666666666666666,0.6666666666666666
H01511,43.30554054054062,76.82873785610951,Алатау,0.411,-0.025,25.6,6094.0,0.16,0.363,286.0,0.193,1036.0,Пустырь,-0.609,0.879,6.599,1,14.0,3.9285714285714284,5.0,7.196,0.42857142857142855,14.0,0.9285714285714286,0.7142857142857143
H01512,43.30554054054062,76.83623598781867,Алатау,0.353,-0.033,24.0,5585.0,0.185,0.382,319.0,0.156,1034.0,Транспорт,-0.299,-0.831,4.763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01513,43.30554054054062,76.84373411952782,Алатау,0.312,-0.017,26.4,6140.0,0.211,0.403,172.0,0.192,1044.0,Промышленная,0.692,0.583,5.205,0,11.0,3.8181818181818183,5.0,6.077,0.5454545454545454,10.0,0.8181818181818182,0.36363636363636365
H01514,43.30554054054062,76.85123225123698,Алатау,0.289,-0.041,24.6,7730.0,0.24,0.424,237.0,0.237,1077.0,Пустырь,1.24,0.934,6.03,0,21.0,3.4761904761904763,5.0,11.016,0.7142857142857143,18.0,0.7619047619047619,0.7619047619047619
H01515,43.30554054054062,76.85873038294613,Алатау,0.362,-0.013,29.8,7952.0,0.269,0.444,291.0,0.263,1068.0,Жилая,0.478,-1.708,4.632,0,2.0,3.5,4.0,1.181,1.0,2.0,1.0,0.5
H01516,43.30554054054062,76.86622851465529,Алатау,0.316,-0.025,27.4,9609.0,0.298,0.464,289.0,0.347,1096.0,Промышленная,1.194,-0.861,5.638,0,2.0,3.5,4.0,0.8250000000000001,0.0,2.0,1.0,1.0
H01517,43.30554054054062,76.87372664636445,Алатау,0.237,-0.036,27.5,9059.0,0.325,0.481,300.0,0.328,1095.0,Парк/сквер,2.124,-0.229,7.308,1,2.0,4.5,5.0,1.384,0.5,2.0,0.5,0.5
H01518,43.30554054054062,76.8812247780736,Алатау,0.253,-0.03,30.5,9903.0,0.351,0.496,255.0,0.348,1106.0,Парк/сквер,2.564,-0.714,6.131,0,5.0,3.6,5.0,3.101,0.8,5.0,0.8,1.0
H01519,43.30554054054062,76.88872290978276,Алатау,0.285,-0.025,29.3,8586.0,0.373,0.508,230.0,0.278,1121.0,Пустырь,2.02,1.547,6.526,1,32.0,4.03125,5.0,16.095,0.6875,26.0,0.875,0.53125
H01520,43.30554054054062,76.89622104149191,Алатау,0.267,-0.039,28.8,9343.0,0.39,0.516,134.0,0.421,1135.0,Транспорт,3.272,0.148,7.912,1,11.0,4.181818181818182,5.0,6.268000000000001,0.6363636363636364,8.0,0.8181818181818182,0.5454545454545454
H01521,43.30554054054062,76.90371917320107,Алатау,0.274,-0.045,31.1,11186.0,0.402,0.519,189.0,0.33,1131.0,Пустырь,3.299,0.284,6.393,0,12.0,3.5833333333333335,5.0,5.37,0.3333333333333333,12.0,0.9166666666666666,0.4166666666666667
H01522,43.30554054054062,76.91121730491022,Алатау,0.202,-0.054,30.0,10004.0,0.408,0.518,246.0,0.378,1130.0,Парк/сквер,3.855,1.654,6.831,1,43.0,4.093023255813954,5.0,22.148,0.6976744186046512,41.0,0.7906976744186046,0.7441860465116279
H01523,43.30554054054062,76.91871543661938,Алатау,0.285,-0.056,29.9,10128.0,0.408,0.512,176.0,0.25,1187.0,Жилая,3.227,0.053,6.743,1,7.0,4.428571428571429,5.0,3.01,0.5714285714285714,6.0,0.8571428571428571,0.7142857142857143
H01524,43.30554054054062,76.92621356832854,Турксиб,0.21,-0.038,31.4,9692.0,0.401,0.501,165.0,0.402,1147.0,Жилая,3.886,-1.231,6.673,1,7.0,4.428571428571429,5.0,3.71,0.7142857142857143,7.0,1.0,0.5714285714285714
H01525,43.30554054054062,76.93371170003769,Турксиб,0.181,-0.041,30.6,11452.0,0.388,0.487,260.0,0.311,1180.0,Парк/сквер,3.439,1.528,7.535,1,32.0,4.34375,5.0,16.693,0.6875,31.0,0.84375,0.53125
H01526,43.30554054054062,76.94120983174685,Турксиб,0.218,-0.023,32.2,10036.0,0.37,0.469,217.0,0.312,1163.0,Парк/сквер,2.969,1.156,7.799,1,29.0,4.275862068965517,5.0,15.299,0.6551724137931034,27.0,0.896551724137931,0.5862068965517241
H01527,43.30554054054062,76.948707963456,Турксиб,0.305,-0.053,30.5,10055.0,0.346,0.449,205.0,0.24,1181.0,Транспорт,2.701,-0.639,6.11,0,5.0,4.2,5.0,3.308,1.0,5.0,1.0,0.6
H01528,43.30554054054062,76.95620609516516,Турксиб,0.299,-0.049,27.0,10298.0,0.32,0.426,256.0,0.26,1178.0,Промышленная,1.962,0.284,6.726,1,12.0,4.333333333333333,5.0,5.88,0.5833333333333334,12.0,0.8333333333333334,0.75
H01529,43.30554054054062,76.96370422687431,Турксиб,0.253,-0.028,29.1,9126.0,0.291,0.404,286.0,0.196,1214.0,Транспорт,1.613,-0.021,4.742,0,6.0,3.0,5.0,3.7439999999999998,0.5,6.0,0.8333333333333334,0.8333333333333334
H01530,43.30554054054062,76.97120235858347,Турксиб,0.363,-0.04,25.2,8824.0,0.261,0.381,229.0,0.237,1237.0,Пустырь,0.818,0.397,4.91,0,17.0,3.588235294117647,5.0,8.091,0.6470588235294118,16.0,0.8823529411764706,0.5882352941176471
H01531,43.30554054054062,76.97870049029262,Турксиб,0.276,-0.007,27.5,9165.0,0.231,0.359,254.0,0.236,1184.0,Коммерческая,0.654,1.452,6.06,0,24.0,3.9166666666666665,5.0,12.729,0.5416666666666666,22.0,0.75,0.6666666666666666
H01532,43.30554054054062,76.98619862200178,Турксиб,0.312,-0.048,26.7,8488.0,0.202,0.339,287.0,0.16,1246.0,Парк/сквер,1.007,-0.889,4.911,0,3.0,2.6666666666666665,3.0,1.94,0.6666666666666666,3.0,1.0,1.0
H01533,43.30554054054062,76.99369675371094,Турксиб,0.337,-0.031,25.8,6541.0,0.175,0.32,199.0,0.231,1242.0,Коммерческая,0.637,-0.259,4.735,0,2.0,4.5,5.0,1.513,1.0,2.0,1.0,0.0
H01534,43.30554054054062,77.00119488542009,Турксиб,0.385,-0.036,26.0,5979.0,0.151,0.304,304.0,0.192,1283.0,Жилая,-0.164,0.538,5.206,0,12.0,3.5833333333333335,5.0,7.119,0.75,11.0,0.9166666666666666,0.5
H01535,43.30554054054062,77.00869301712925,Турксиб,0.403,-0.007,26.2,6244.0,0.129,0.289,289.0,0.132,1299.0,Пустырь,-1.252,0.663,4.123,0,20.0,3.35,5.0,9.722,0.6,19.0,0.95,0.6
H01536,43.30554054054062,77.0161911488384,Турксиб,0.365,-0.022,25.0,5955.0,0.111,0.277,284.0,0.111,1285.0,Парк/сквер,-0.785,-1.959,3.64,0,3.0,3.6666666666666665,5.0,1.258,0.3333333333333333,3.0,0.6666666666666666,1.0
H01537,43.30554054054062,77.02368928054756,Турксиб,0.362,-0.045,23.1,5178.0,0.095,0.267,309.0,0.054,1275.0,Пустырь,-0.66,1.556,4.98,0,26.0,3.1153846153846154,5.0,14.293,0.6538461538461539,23.0,0.8461538461538461,0.6538461538461539
H01538,43.30554054054062,77.03118741225671,Турксиб,0.378,-0.039,23.9,4415.0,0.083,0.258,358.0,0.146,1298.0,Пустырь,-0.875,1.146,5.174,0,10.0,3.2,4.0,4.736,0.7,10.0,0.8,0.8
H01539,43.30554054054062,77.03868554396587,Турксиб,0.456,-0.05,25.2,4191.0,0.073,0.251,350.0,0.072,1289.0,Парк/сквер,-1.188,-0.487,3.76,0,1.0,3.0,3.0,0.479,0.0,1.0,1.0,1.0
H01540,43.30554054054062,77.04618367567502,Турксиб,0.319,-0.014,23.1,2528.0,0.065,0.247,240.0,0.116,1307.0,Пустырь,-0.865,1.346,5.424,0,14.0,3.5,5.0,8.268,0.5714285714285714,14.0,0.8571428571428571,0.6428571428571429
H01541,43.30554054054062,77.05368180738418,Турксиб,0.437,-0.026,23.7,2676.0,0.059,0.244,258.0,0.077,1320.0,Промышленная,-1.582,1.513,4.237,0,18.0,2.8333333333333335,5.0,8.331,0.5555555555555556,17.0,0.8888888888888888,0.6111111111111112
H01542,43.30554054054062,77.06117993909334,Турксиб,0.404,0.009,23.5,2698.0,0.054,0.243,263.0,0.109,1300.0,Промышленная,-2.261,0.615,4.621,0,9.0,3.4444444444444446,5.0,3.563,0.4444444444444444,9.0,0.6666666666666666,0.6666666666666666
H01543,43.30554054054062,77.06867807080249,Турксиб,0.357,-0.022,24.1,2451.0,0.051,0.245,307.0,0.156,1295.0,Пустырь,-1.038,1.333,4.849,0,10.0,2.8,5.0,6.05,0.7,10.0,0.9,0.4
H01544,43.30554054054062,77.07617620251165,Турксиб,0.478,-0.025,23.4,2697.0,0.049,0.248,271.0,0.03,1359.0,Парк/сквер,-2.142,0.09,4.272,0,2.0,4.0,4.0,1.188,0.5,2.0,1.0,0.5
H01545,43.30554054054062,77.0836743342208,Турксиб,0.407,-0.016,23.8,2913.0,0.047,0.252,268.0,0.036,1358.0,Парк/сквер,-1.775,-0.68,3.691,0,3.0,3.0,4.0,1.014,1.0,3.0,1.0,1.0
H01546,43.30554054054062,77.09117246592996,Турксиб,0.402,-0.036,22.9,2572.0,0.046,0.257,268.0,0.056,1349.0,Пустырь,-1.246,1.166,5.168,0,15.0,3.3333333333333335,5.0,7.006,0.6666666666666666,15.0,0.9333333333333333,0.6
H01547,43.30554054054062,77.09867059763911,Турксиб,0.434,0.002,23.8,2933.0,0.045,0.261,201.0,0.118,1329.0,Парк/сквер,-2.032,0.581,4.497,0,8.0,4.125,5.0,3.915,1.0,8.0,0.875,0.875
H01548,43.31027027027035,76.78,Алатау,0.36,-0.042,25.1,2785.0,0.062,0.277,287.0,0.062,1026.0,Пустырь,-0.465,0.721,5.555,0,8.0,3.375,4.0,4.777,0.875,8.0,0.75,0.625
H01549,43.31027027027035,76.78749813170916,Алатау,0.411,-0.025,24.2,3852.0,0.069,0.284,266.0,0.083,986.0,Пустырь,-1.318,1.67,4.971,0,23.0,3.3043478260869565,5.0,12.290000000000001,0.782608695652174,19.0,0.7391304347826086,0.6086956521739131
H01550,43.31027027027035,76.79499626341831,Алатау,0.337,-0.024,25.3,3777.0,0.078,0.294,313.0,0.078,970.0,Пустырь,-0.802,1.689,4.156,0,20.0,2.95,5.0,9.93,0.75,19.0,0.95,0.55
H01551,43.31027027027035,76.80249439512747,Алатау,0.302,-0.037,26.2,3240.0,0.089,0.304,296.0,0.118,995.0,Транспорт,0.154,-0.08,4.997,0,1.0,4.0,4.0,0.458,1.0,1.0,0.0,1.0
H01552,43.31027027027035,76.80999252683662,Алатау,0.419,-0.004,22.7,4265.0,0.102,0.317,286.0,0.061,1067.0,Жилая,-2.172,2.217,5.438,0,20.0,3.65,5.0,11.157,0.6,19.0,0.8,0.5
H01553,43.31027027027035,76.81749065854578,Алатау,0.447,-0.013,24.6,4999.0,0.117,0.331,295.0,0.122,1052.0,Парк/сквер,-1.735,0.675,4.001,0,6.0,3.5,5.0,2.891,0.5,6.0,0.8333333333333334,0.8333333333333334
H01554,43.31027027027035,76.82498879025493,Алатау,0.376,-0.008,24.1,6151.0,0.135,0.346,298.0,0.098,1017.0,Пустырь,-1.377,1.502,5.42,0,21.0,3.8095238095238093,5.0,9.199,0.47619047619047616,20.0,0.9047619047619048,0.7142857142857143
H01555,43.31027027027035,76.83248692196409,Алатау,0.332,-0.022,27.1,4422.0,0.155,0.363,248.0,0.213,1026.0,Пустырь,0.295,1.166,4.588,0,16.0,3.5,5.0,8.027,0.8125,15.0,0.8125,0.625
H01556,43.31027027027035,76.83998505367325,Алатау,0.359,-0.053,27.2,6000.0,0.178,0.381,258.0,0.129,1040.0,Пустырь,0.804,-0.863,4.893,0,3.0,2.6666666666666665,4.0,2.146,1.0,3.0,0.6666666666666666,1.0
H01557,43.31027027027035,76.8474831853824,Алатау,0.36,-0.022,27.0,6853.0,0.202,0.399,233.0,0.255,1065.0,Пустырь,0.384,1.268,5.886,0,22.0,3.6818181818181817,5.0,11.882,0.7272727272727273,22.0,0.6363636363636364,0.7727272727272727
H01558,43.31027027027035,76.85498131709156,Алатау,0.366,-0.034,27.5,6256.0,0.227,0.417,250.0,0.206,1093.0,Жилая,0.638,-0.546,4.777,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01559,43.31027027027035,76.86247944880071,Алатау,0.295,-0.033,26.4,8156.0,0.252,0.434,171.0,0.196,1079.0,Промышленная,1.422,1.108,5.838,0,26.0,3.730769230769231,5.0,13.586,0.6153846153846154,23.0,0.9615384615384616,0.6538461538461539
H01560,43.31027027027035,76.86997758050987,Алатау,0.253,-0.026,29.0,9040.0,0.276,0.45,190.0,0.261,1085.0,Жилая,2.021,-0.38,6.094,0,5.0,3.2,5.0,3.218,0.6,5.0,0.8,0.4
H01561,43.31027027027035,76.87747571221902,Алатау,0.339,-0.043,28.5,8664.0,0.3,0.464,221.0,0.256,1052.0,Жилая,1.713,-1.309,5.901,0,5.0,4.4,5.0,2.458,0.4,5.0,0.6,0.6
H01562,43.31027027027035,76.88497384392818,Алатау,0.254,-0.019,29.6,8660.0,0.32,0.475,265.0,0.213,1110.0,Коммерческая,1.644,-0.393,6.002,0,6.0,4.0,5.0,3.0460000000000003,0.6666666666666666,6.0,0.6666666666666666,0.8333333333333334
H01563,43.31027027027035,76.89247197563733,Алатау,0.233,-0.019,26.9,8680.0,0.337,0.482,189.0,0.34,1044.0,Пустырь,2.151,0.25,6.31,0,10.0,4.0,5.0,5.005,0.4,8.0,0.8,0.4
H01564,43.31027027027035,76.89997010734649,Алатау,0.179,-0.04,29.4,9510.0,0.35,0.486,259.0,0.3,1117.0,Транспорт,3.145,0.253,7.027,1,11.0,4.545454545454546,5.0,7.428,0.45454545454545453,9.0,0.6363636363636364,0.7272727272727273
H01565,43.31027027027035,76.90746823905565,Алатау,0.25,-0.022,29.8,9750.0,0.357,0.486,245.0,0.387,1133.0,Жилая,2.409,-0.044,6.741,1,6.0,3.5,5.0,3.0140000000000002,0.6666666666666666,6.0,0.6666666666666666,0.3333333333333333
H01566,43.31027027027035,76.9149663707648,Алатау,0.268,-0.053,28.5,11742.0,0.36,0.481,227.0,0.398,1147.0,Парк/сквер,3.083,0.539,7.189,1,9.0,3.888888888888889,5.0,3.519,0.5555555555555556,9.0,1.0,0.7777777777777778
H01567,43.31027027027035,76.92246450247396,Алатау,0.239,-0.059,28.2,9033.0,0.356,0.473,283.0,0.352,1133.0,Жилая,3.096,-0.007,7.43,1,3.0,4.333333333333333,5.0,1.436,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666
H01568,43.31027027027035,76.92996263418311,Турксиб,0.311,-0.035,29.6,9503.0,0.347,0.461,309.0,0.337,1154.0,Пустырь,1.859,1.397,6.504,1,34.0,3.9705882352941178,5.0,18.405,0.6176470588235294,34.0,0.9117647058823529,0.7352941176470589
